ID,answer
TEST_35828,yes
TEST_35829,yes
TEST_35830,whiteanas
TEST_35831,yes
TEST_35832,2
TEST_35833,white
TEST_35834,white
TEST_35835,white
TEST_35836,yes
TEST_35837,white
TEST_35838,yes
TEST_35839,whiteaptop
TEST_35840,yes
TEST_35841,yes
TEST_35842,whitegiving
TEST_35843,yes
TEST_35844,yes
TEST_35845,yes
TEST_35846,2
TEST_35847,yes
TEST_35848,white
TEST_35849,2
TEST_35850,white
TEST_35851,2
TEST_35852,yes
TEST_35853,white
TEST_35854,yes
TEST_35855,white
TEST_35856,white
TEST_35857,yes
TEST_35858,white
TEST_35859,2
TEST_35860,yes
TEST_35861,yes
TEST_35862,white
TEST_35863,white
TEST_35864,to
TEST_35865,white
TEST_35866,yes
TEST_35867,left
TEST_35868,yes
TEST_35869,white:45
TEST_35870,yes
TEST_35871,white
TEST_35872,2
TEST_35873,2
TEST_35874,white:45
TEST_35875,white
TEST_35876,2
TEST_35877,yes
TEST_35878,yes
TEST_35879,yes
TEST_35880,yes
TEST_35881,2
TEST_35882,yes
TEST_35883,yes
TEST_35884,yes
TEST_35885,2
TEST_35886,left
TEST_35887,white
TEST_35888,white
TEST_35889,yes
TEST_35890,white
TEST_35891,yes
TEST_35892,white
TEST_35893,2
TEST_35894,yes
TEST_35895,yes
TEST_35896,yes
TEST_35897,white
TEST_35898,whitecher
TEST_35899,white
TEST_35900,white
TEST_35901,yes
TEST_35902,white
TEST_35903,whiteizza
TEST_35904,2
TEST_35905,whiteii
TEST_35906,white
TEST_35907,yes
TEST_35908,yes
TEST_35909,yes
TEST_35910,yes
TEST_35911,white
TEST_35912,white
TEST_35913,yes
TEST_35914,yes
TEST_35915,yes
TEST_35916,yes
TEST_35917,white
TEST_35918,white
TEST_35919,yes
TEST_35920,yes
TEST_35921,yes
TEST_35922,yes
TEST_35923,white
TEST_35924,yes
TEST_35925,white
TEST_35926,white
TEST_35927,white
TEST_35928,2
TEST_35929,2
TEST_35930,on
TEST_35931,left
TEST_35932,yes
TEST_35933,yes
TEST_35934,white
TEST_35935,white
TEST_35936,white
TEST_35937,on
TEST_35938,yes
TEST_35939,2
TEST_35940,white
TEST_35941,white
TEST_35942,2
TEST_35943,yes
TEST_35944,white
TEST_35945,white
TEST_35946,yes
TEST_35947,white
TEST_35948,white
TEST_35949,left
TEST_35950,yes
TEST_35951,white
TEST_35952,yes
TEST_35953,white
TEST_35954,white
TEST_35955,yes
TEST_35956,white
TEST_35957,white
TEST_35958,yes
TEST_35959,2
TEST_35960,to
TEST_35961,white
TEST_35962,on
TEST_35963,yes
TEST_35964,yes
TEST_35965,white
TEST_35966,white
TEST_35967,yes
TEST_35968,yes
TEST_35969,white
TEST_35970,white
TEST_35971,yes
TEST_35972,2
TEST_35973,2
TEST_35974,white
TEST_35975,whitegiving
TEST_35976,2
TEST_35977,white
TEST_35978,white
TEST_35979,yes
TEST_35980,yes
TEST_35981,2
TEST_35982,yes
TEST_35983,white
TEST_35984,yes
TEST_35985,2
TEST_35986,yes
TEST_35987,white
TEST_35988,white
TEST_35989,2
TEST_35990,yes
TEST_35991,yes
TEST_35992,2
TEST_35993,white
TEST_35994,white
TEST_35995,2
TEST_35996,white
TEST_35997,yes
TEST_35998,yes
TEST_35999,yes
TEST_36000,white
TEST_36001,yes
TEST_36002,white
TEST_36003,on
TEST_36004,yes
TEST_36005,yes
TEST_36006,white
TEST_36007,white
TEST_36008,white
TEST_36009,yes
TEST_36010,yes
TEST_36011,white
TEST_36012,yes
TEST_36013,white
TEST_36014,yes
TEST_36015,white
TEST_36016,yes
TEST_36017,yes
TEST_36018,white
TEST_36019,yes
TEST_36020,yes
TEST_36021,yes
TEST_36022,white
TEST_36023,white
TEST_36024,whiteinese
TEST_36025,yes
TEST_36026,yes
TEST_36027,white
TEST_36028,2
TEST_36029,white
TEST_36030,yes
TEST_36031,white
TEST_36032,white
TEST_36033,white
TEST_36034,white
TEST_36035,white
TEST_36036,yes
TEST_36037,white
TEST_36038,yes
TEST_36039,whitechen
TEST_36040,white
TEST_36041,yes
TEST_36042,white
TEST_36043,yes
TEST_36044,no
TEST_36045,no
TEST_36046,2
TEST_36047,white
TEST_36048,white
TEST_36049,white
TEST_36050,yes
TEST_36051,2
TEST_36052,yes
TEST_36053,white
TEST_36054,yes
TEST_36055,yes
TEST_36056,2
TEST_36057,yes
TEST_36058,yes
TEST_36059,white
TEST_36060,white
TEST_36061,2
TEST_36062,white
TEST_36063,yes
TEST_36064,yes
TEST_36065,yes
TEST_36066,white
TEST_36067,yes
TEST_36068,white
TEST_36069,yes
TEST_36070,whiteilla
TEST_36071,whiteps col
TEST_36072,white
TEST_36073,white
TEST_36074,yes
TEST_36075,yes
TEST_36076,yes
TEST_36077,yes
TEST_36078,white
TEST_36079,yes
TEST_36080,whitechen
TEST_36081,white
TEST_36082,yes
TEST_36083,on
TEST_36084,white
TEST_36085,yes
TEST_36086,white
TEST_36087,whiteizza
TEST_36088,white
TEST_36089,yes
TEST_36090,on
TEST_36091,white
TEST_36092,2
TEST_36093,yes
TEST_36094,2
TEST_36095,whiteanas
TEST_36096,yes
TEST_36097,white
TEST_36098,white
TEST_36099,on
TEST_36100,yes
TEST_36101,on
TEST_36102,yes
TEST_36103,white
TEST_36104,yes
TEST_36105,white
TEST_36106,white
TEST_36107,2
TEST_36108,on
TEST_36109,yes
TEST_36110,white
TEST_36111,white
TEST_36112,yes
TEST_36113,yes
TEST_36114,yes
TEST_36115,white
TEST_36116,white
TEST_36117,white
TEST_36118,yes
TEST_36119,man
TEST_36120,yes
TEST_36121,yes
TEST_36122,white
TEST_36123,white
TEST_36124,on
TEST_36125,white's
TEST_36126,whiteaid
TEST_36127,white
TEST_36128,2
TEST_36129,white
TEST_36130,2
TEST_36131,yes
TEST_36132,man
TEST_36133,yes
TEST_36134,white
TEST_36135,yes
TEST_36136,yes
TEST_36137,white
TEST_36138,yes
TEST_36139,white
TEST_36140,white
TEST_36141,yes
TEST_36142,left
TEST_36143,yes
TEST_36144,white
TEST_36145,whiteinese
TEST_36146,white
TEST_36147,white
TEST_36148,white
TEST_36149,white
TEST_36150,2
TEST_36151,yes
TEST_36152,white
TEST_36153,white
TEST_36154,yes
TEST_36155,white
TEST_36156,yes
TEST_36157,yes
TEST_36158,white
TEST_36159,yes
TEST_36160,white
TEST_36161,whiteike
TEST_36162,2
TEST_36163,2
TEST_36164,white
TEST_36165,yes
TEST_36166,2
TEST_36167,2
TEST_36168,whiteii
TEST_36169,2
TEST_36170,yes
TEST_36171,white
TEST_36172,2
TEST_36173,yes
TEST_36174,2
TEST_36175,white
TEST_36176,white
TEST_36177,yes
TEST_36178,white
TEST_36179,white
TEST_36180,to
TEST_36181,white
TEST_36182,yes
TEST_36183,yes
TEST_36184,white
TEST_36185,white
TEST_36186,white
TEST_36187,yes
TEST_36188,white
TEST_36189,yes
TEST_36190,white
TEST_36191,yes
TEST_36192,2
TEST_36193,white
TEST_36194,yes
TEST_36195,yes
TEST_36196,yes
TEST_36197,yes
TEST_36198,yes
TEST_36199,yes
TEST_36200,yes
TEST_36201,on
TEST_36202,white
TEST_36203,whiteissors
TEST_36204,on
TEST_36205,yes
TEST_36206,white
TEST_36207,yes
TEST_36208,yes
TEST_36209,on
TEST_36210,white
TEST_36211,white
TEST_36212,white
TEST_36213,yes
TEST_36214,whiteland
TEST_36215,white
TEST_36216,yes
TEST_36217,yes
TEST_36218,yes
TEST_36219,2
TEST_36220,white
TEST_36221,yes
TEST_36222,whitenis
TEST_36223,to
TEST_36224,yes
TEST_36225,whiteaid
TEST_36226,yes
TEST_36227,white
TEST_36228,yes
TEST_36229,white
TEST_36230,white
TEST_36231,yes
TEST_36232,2
TEST_36233,left
TEST_36234,white
TEST_36235,yes
TEST_36236,white
TEST_36237,white
TEST_36238,yes
TEST_36239,on
TEST_36240,white
TEST_36241,yes
TEST_36242,yes
TEST_36243,white
TEST_36244,yes
TEST_36245,white
TEST_36246,yes
TEST_36247,yes
TEST_36248,yes
TEST_36249,white
TEST_36250,white
TEST_36251,white
TEST_36252,white
TEST_36253,white
TEST_36254,whitecher
TEST_36255,2
TEST_36256,white
TEST_36257,yes
TEST_36258,on
TEST_36259,yes
TEST_36260,yes
TEST_36261,white
TEST_36262,white
TEST_36263,2
TEST_36264,white
TEST_36265,white
TEST_36266,white
TEST_36267,white
TEST_36268,on
TEST_36269,white
TEST_36270,yes
TEST_36271,whiteizza
TEST_36272,yes
TEST_36273,2
TEST_36274,white
TEST_36275,whiteaid
TEST_36276,white
TEST_36277,yes
TEST_36278,whiteby
TEST_36279,yes
TEST_36280,yes
TEST_36281,yes
TEST_36282,whiterd
TEST_36283,yes
TEST_36284,2
TEST_36285,yes
TEST_36286,yes
TEST_36287,white
TEST_36288,white
TEST_36289,white
TEST_36290,yes
TEST_36291,yes
TEST_36292,white
TEST_36293,white
TEST_36294,2
TEST_36295,2
TEST_36296,yes
TEST_36297,white
TEST_36298,2
TEST_36299,white
TEST_36300,white
TEST_36301,white
TEST_36302,white
TEST_36303,white
TEST_36304,yes
TEST_36305,2
TEST_36306,white:
TEST_36307,2
TEST_36308,2
TEST_36309,white
TEST_36310,white
TEST_36311,2
TEST_36312,on
TEST_36313,white
TEST_36314,white
TEST_36315,white
TEST_36316,yes
TEST_36317,yes
TEST_36318,white
TEST_36319,2
TEST_36320,2
TEST_36321,yes
TEST_36322,whiteike
TEST_36323,yes
TEST_36324,yes
TEST_36325,white
TEST_36326,2
TEST_36327,white
TEST_36328,white
TEST_36329,to
TEST_36330,yes
TEST_36331,white
TEST_36332,white
TEST_36333,whiteaid
TEST_36334,white
TEST_36335,yes
TEST_36336,2
TEST_36337,white
TEST_36338,yes
TEST_36339,yes
TEST_36340,yes
TEST_36341,yes
TEST_36342,yes
TEST_36343,white
TEST_36344,white
TEST_36345,yes
TEST_36346,white
TEST_36347,yes
TEST_36348,white
TEST_36349,white
TEST_36350,white
TEST_36351,white
TEST_36352,2
TEST_36353,yes
TEST_36354,2
TEST_36355,yes
TEST_36356,yes
TEST_36357,yes
TEST_36358,white
TEST_36359,yes
TEST_36360,whitenis
TEST_36361,white
TEST_36362,white
TEST_36363,white
TEST_36364,yes
TEST_36365,white
TEST_36366,yes
TEST_36367,2
TEST_36368,white
TEST_36369,yes
TEST_36370,yes
TEST_36371,yes
TEST_36372,white
TEST_36373,yes
TEST_36374,white
TEST_36375,white
TEST_36376,yes
TEST_36377,2
TEST_36378,yes
TEST_36379,white
TEST_36380,white
TEST_36381,yes
TEST_36382,to
TEST_36383,yes
TEST_36384,yes
TEST_36385,white
TEST_36386,on
TEST_36387,white
TEST_36388,whiteif
TEST_36389,white
TEST_36390,yes
TEST_36391,on
TEST_36392,2
TEST_36393,yes
TEST_36394,white
TEST_36395,white
TEST_36396,yes
TEST_36397,2
TEST_36398,yes
TEST_36399,white
TEST_36400,white
TEST_36401,yes
TEST_36402,no
TEST_36403,2
TEST_36404,2
TEST_36405,white
TEST_36406,whiteii
TEST_36407,white
TEST_36408,yes
TEST_36409,yes
TEST_36410,yes
TEST_36411,yes
TEST_36412,2
TEST_36413,2
TEST_36414,yes
TEST_36415,yes
TEST_36416,white
TEST_36417,white:
TEST_36418,yes
TEST_36419,white
TEST_36420,white
TEST_36421,yes
TEST_36422,yes
TEST_36423,white
TEST_36424,on
TEST_36425,white
TEST_36426,white
TEST_36427,whitechen
TEST_36428,white
TEST_36429,yes
TEST_36430,white
TEST_36431,white
TEST_36432,yes
TEST_36433,yes
TEST_36434,2
TEST_36435,yes
TEST_36436,white
TEST_36437,white
TEST_36438,yes
TEST_36439,yes
TEST_36440,2
TEST_36441,yes
TEST_36442,yes
TEST_36443,yes
TEST_36444,yes
TEST_36445,yes
TEST_36446,yes
TEST_36447,yes
TEST_36448,white
TEST_36449,yes
TEST_36450,white
TEST_36451,white
TEST_36452,yes
TEST_36453,yes
TEST_36454,white
TEST_36455,yes
TEST_36456,white
TEST_36457,2
TEST_36458,yes
TEST_36459,yes
TEST_36460,yes
TEST_36461,2
TEST_36462,whitechen
TEST_36463,yes
TEST_36464,yes
TEST_36465,2
TEST_36466,yes
TEST_36467,yes
TEST_36468,white
TEST_36469,yes
TEST_36470,white
TEST_36471,yes
TEST_36472,white
TEST_36473,yes
TEST_36474,yes
TEST_36475,yes
TEST_36476,white
TEST_36477,white
TEST_36478,white
TEST_36479,yes
TEST_36480,yes
TEST_36481,white
TEST_36482,yes
TEST_36483,whiteph
TEST_36484,whiteike
TEST_36485,yes
TEST_36486,yes
TEST_36487,2
TEST_36488,white
TEST_36489,yes
TEST_36490,2
TEST_36491,yes
TEST_36492,yes
TEST_36493,white
TEST_36494,white
TEST_36495,white
TEST_36496,whitenis
TEST_36497,whiteph
TEST_36498,white
TEST_36499,white//
TEST_36500,yes
TEST_36501,yes
TEST_36502,white
TEST_36503,yes
TEST_36504,yes
TEST_36505,yes
TEST_36506,white
TEST_36507,white
TEST_36508,yes
TEST_36509,yes
TEST_36510,yes
TEST_36511,yes
TEST_36512,white
TEST_36513,2
TEST_36514,white
TEST_36515,white
TEST_36516,yes
TEST_36517,yes
TEST_36518,white
TEST_36519,white
TEST_36520,white
TEST_36521,yes
TEST_36522,whiteii
TEST_36523,left
TEST_36524,white
TEST_36525,yes
TEST_36526,yes
TEST_36527,yes
TEST_36528,white
TEST_36529,white
TEST_36530,yes
TEST_36531,white
TEST_36532,white
TEST_36533,left
TEST_36534,white
TEST_36535,2
TEST_36536,white
TEST_36537,white:45
TEST_36538,yes
TEST_36539,yes
TEST_36540,yes
TEST_36541,white
TEST_36542,yes
TEST_36543,white
TEST_36544,white
TEST_36545,2
TEST_36546,yes
TEST_36547,white
TEST_36548,white
TEST_36549,yes
TEST_36550,yes
TEST_36551,2
TEST_36552,white
TEST_36553,white
TEST_36554,white
TEST_36555,white
TEST_36556,white
TEST_36557,white
TEST_36558,white
TEST_36559,white
TEST_36560,whiteanas
TEST_36561,white
TEST_36562,yes
TEST_36563,yes
TEST_36564,white
TEST_36565,white
TEST_36566,yes
TEST_36567,yes
TEST_36568,whitenis
TEST_36569,yes
TEST_36570,white
TEST_36571,yes
TEST_36572,white
TEST_36573,white
TEST_36574,yes
TEST_36575,on
TEST_36576,whitenis
TEST_36577,yes
TEST_36578,yes
TEST_36579,whiteris
TEST_36580,white
TEST_36581,2
TEST_36582,yes
TEST_36583,whitechen
TEST_36584,2
TEST_36585,white
TEST_36586,2
TEST_36587,white
TEST_36588,white
TEST_36589,yes
TEST_36590,white
TEST_36591,yes
TEST_36592,yes
TEST_36593,yes
TEST_36594,white
TEST_36595,white
TEST_36596,yes
TEST_36597,yes
TEST_36598,white
TEST_36599,yes
TEST_36600,yes
TEST_36601,white
TEST_36602,yes
TEST_36603,yes
TEST_36604,yes
TEST_36605,whiteii
TEST_36606,2
TEST_36607,whiteatholic
TEST_36608,yes
TEST_36609,yes
TEST_36610,white
TEST_36611,yes
TEST_36612,yes
TEST_36613,white
TEST_36614,white
TEST_36615,yes
TEST_36616,yes
TEST_36617,yes
TEST_36618,2
TEST_36619,white
TEST_36620,right
TEST_36621,white
TEST_36622,white
TEST_36623,yes
TEST_36624,yes
TEST_36625,yes
TEST_36626,white
TEST_36627,yes
TEST_36628,yes
TEST_36629,yes
TEST_36630,yes
TEST_36631,white
TEST_36632,white
TEST_36633,yes
TEST_36634,white
TEST_36635,white
TEST_36636,white
TEST_36637,yes
TEST_36638,2
TEST_36639,white
TEST_36640,right
TEST_36641,man
TEST_36642,yes
TEST_36643,white
TEST_36644,yes
TEST_36645,yes
TEST_36646,white
TEST_36647,2
TEST_36648,yes
TEST_36649,yes
TEST_36650,white
TEST_36651,on
TEST_36652,whitenis
TEST_36653,2
TEST_36654,yes
TEST_36655,yes
TEST_36656,2
TEST_36657,2
TEST_36658,2
TEST_36659,whiteisy
TEST_36660,2
TEST_36661,2
TEST_36662,white
TEST_36663,yes
TEST_36664,white
TEST_36665,to
TEST_36666,white
TEST_36667,to
TEST_36668,2
TEST_36669,yes
TEST_36670,2
TEST_36671,white
TEST_36672,yes
TEST_36673,yes
TEST_36674,2
TEST_36675,yes
TEST_36676,2
TEST_36677,yes
TEST_36678,white
TEST_36679,white
TEST_36680,yes
TEST_36681,white
TEST_36682,white
TEST_36683,white
TEST_36684,white
TEST_36685,yes
TEST_36686,yes
TEST_36687,yes
TEST_36688,white
TEST_36689,white
TEST_36690,white
TEST_36691,yes
TEST_36692,2
TEST_36693,left
TEST_36694,yes
TEST_36695,white
TEST_36696,yes
TEST_36697,left
TEST_36698,yes
TEST_36699,yes
TEST_36700,yes
TEST_36701,white
TEST_36702,white
TEST_36703,white
TEST_36704,whitenis
TEST_36705,yes
TEST_36706,yes
TEST_36707,white
TEST_36708,white
TEST_36709,yes
TEST_36710,yes
TEST_36711,left
TEST_36712,yes
TEST_36713,yes
TEST_36714,white
TEST_36715,yes
TEST_36716,white:45
TEST_36717,white
TEST_36718,yes
TEST_36719,yes
TEST_36720,white
TEST_36721,white
TEST_36722,white
TEST_36723,on
TEST_36724,yes
TEST_36725,white
TEST_36726,yes
TEST_36727,white
TEST_36728,whitechen
TEST_36729,yes
TEST_36730,yes
TEST_36731,yes
TEST_36732,2
TEST_36733,white
TEST_36734,yes
TEST_36735,yes
TEST_36736,on
TEST_36737,white
TEST_36738,whitenis
TEST_36739,yes
TEST_36740,white
TEST_36741,yes
TEST_36742,white
TEST_36743,2
TEST_36744,white
TEST_36745,white
TEST_36746,yes
TEST_36747,yes
TEST_36748,white:
TEST_36749,2
TEST_36750,yes
TEST_36751,to
TEST_36752,yes
TEST_36753,white
TEST_36754,yes
TEST_36755,white
TEST_36756,yes
TEST_36757,white
TEST_36758,yes
TEST_36759,2
TEST_36760,yes
TEST_36761,2
TEST_36762,2
TEST_36763,yes
TEST_36764,yes
TEST_36765,white
TEST_36766,yes
TEST_36767,white
TEST_36768,yes
TEST_36769,white
TEST_36770,yes
TEST_36771,white
TEST_36772,yes
TEST_36773,to
TEST_36774,yes
TEST_36775,2
TEST_36776,left
TEST_36777,white
TEST_36778,white
TEST_36779,2
TEST_36780,yes
TEST_36781,white
TEST_36782,white
TEST_36783,white
TEST_36784,white
TEST_36785,white
TEST_36786,yes
TEST_36787,yes
TEST_36788,white
TEST_36789,2
TEST_36790,yes
TEST_36791,white
TEST_36792,yes
TEST_36793,yes
TEST_36794,2
TEST_36795,yes
TEST_36796,yes
TEST_36797,white
TEST_36798,whitechen
TEST_36799,2
TEST_36800,yes
TEST_36801,white
TEST_36802,yes
TEST_36803,yes
TEST_36804,yes
TEST_36805,yes
TEST_36806,2
TEST_36807,white:45
TEST_36808,yes
TEST_36809,yes
TEST_36810,yes
TEST_36811,yes
TEST_36812,white
TEST_36813,yes
TEST_36814,yes
TEST_36815,yes
TEST_36816,white
TEST_36817,yes
TEST_36818,yes
TEST_36819,yes
TEST_36820,yes
TEST_36821,yes
TEST_36822,yes
TEST_36823,white
TEST_36824,yes
TEST_36825,white
TEST_36826,white
TEST_36827,2
TEST_36828,yes
TEST_36829,overcast
TEST_36830,2
TEST_36831,yes
TEST_36832,yes
TEST_36833,white
TEST_36834,white
TEST_36835,yes
TEST_36836,2
TEST_36837,white
TEST_36838,white
TEST_36839,yes
TEST_36840,yes
TEST_36841,2
TEST_36842,yes
TEST_36843,on
TEST_36844,2
TEST_36845,yes
TEST_36846,white
TEST_36847,yes
TEST_36848,yes
TEST_36849,yes
TEST_36850,2
TEST_36851,white
TEST_36852,left
TEST_36853,white
TEST_36854,white
TEST_36855,white:45
TEST_36856,yes
TEST_36857,yes
TEST_36858,on
TEST_36859,white
TEST_36860,yes
TEST_36861,yes
TEST_36862,white
TEST_36863,yes
TEST_36864,yes
TEST_36865,yes
TEST_36866,white
TEST_36867,white so
TEST_36868,yes
TEST_36869,yes
TEST_36870,white
TEST_36871,to
TEST_36872,2
TEST_36873,white
TEST_36874,"whiteese,"
TEST_36875,whitechen
TEST_36876,yes
TEST_36877,white
TEST_36878,yes
TEST_36879,yes
TEST_36880,whiteing
TEST_36881,yes
TEST_36882,white
TEST_36883,white
TEST_36884,yes
TEST_36885,yes
TEST_36886,on
TEST_36887,white
TEST_36888,white
TEST_36889,white
TEST_36890,yes
TEST_36891,white
TEST_36892,2
TEST_36893,white
TEST_36894,white
TEST_36895,white
TEST_36896,yes
TEST_36897,white
TEST_36898,white
TEST_36899,white
TEST_36900,yes
TEST_36901,white
TEST_36902,2
TEST_36903,white
TEST_36904,yes
TEST_36905,white
TEST_36906,yes
TEST_36907,whitechen
TEST_36908,blue
TEST_36909,white
TEST_36910,white
TEST_36911,white
TEST_36912,2
TEST_36913,white
TEST_36914,yes
TEST_36915,white
TEST_36916,white
TEST_36917,yes
TEST_36918,white
TEST_36919,2
TEST_36920,yes
TEST_36921,yes
TEST_36922,yes
TEST_36923,yes
TEST_36924,yes
TEST_36925,yes
TEST_36926,yes
TEST_36927,white
TEST_36928,whitenis
TEST_36929,yes
TEST_36930,2
TEST_36931,white
TEST_36932,white
TEST_36933,white
TEST_36934,yes
TEST_36935,2
TEST_36936,yes
TEST_36937,white
TEST_36938,white
TEST_36939,yes
TEST_36940,white
TEST_36941,white
TEST_36942,white
TEST_36943,white:45
TEST_36944,white
TEST_36945,white
TEST_36946,yes
TEST_36947,white
TEST_36948,yes
TEST_36949,white
TEST_36950,white
TEST_36951,yes
TEST_36952,white
TEST_36953,yes
TEST_36954,white
TEST_36955,yes
TEST_36956,yes
TEST_36957,whiteing
TEST_36958,white
TEST_36959,2
TEST_36960,white
TEST_36961,yes
TEST_36962,white
TEST_36963,white
TEST_36964,yes
TEST_36965,2
TEST_36966,yes
TEST_36967,white
TEST_36968,yes
TEST_36969,yes
TEST_36970,yes
TEST_36971,white
TEST_36972,yes
TEST_36973,yes
TEST_36974,yes
TEST_36975,no
TEST_36976,2
TEST_36977,2
TEST_36978,left
TEST_36979,white
TEST_36980,white
TEST_36981,yes
TEST_36982,white
TEST_36983,white
TEST_36984,yes
TEST_36985,white
TEST_36986,whitenis
TEST_36987,2
TEST_36988,yes
TEST_36989,white
TEST_36990,white
TEST_36991,yes
TEST_36992,yes
TEST_36993,yes
TEST_36994,white
TEST_36995,2
TEST_36996,whitechen
TEST_36997,man
TEST_36998,white
TEST_36999,white
TEST_37000,yes
TEST_37001,white
TEST_37002,white
TEST_37003,white
TEST_37004,on
TEST_37005,2
TEST_37006,yes
TEST_37007,on
TEST_37008,white
TEST_37009,2
TEST_37010,white
TEST_37011,white
TEST_37012,white
TEST_37013,2
TEST_37014,yes
TEST_37015,yes
TEST_37016,2
TEST_37017,white
TEST_37018,yes
TEST_37019,white
TEST_37020,white
TEST_37021,white
TEST_37022,whiteii
TEST_37023,yes
TEST_37024,yes
TEST_37025,to
TEST_37026,white
TEST_37027,whitenis
TEST_37028,yes
TEST_37029,2
TEST_37030,white
TEST_37031,yes
TEST_37032,yes
TEST_37033,yes
TEST_37034,whitechen
TEST_37035,leftball
TEST_37036,white
TEST_37037,whiteii
TEST_37038,white
TEST_37039,white
TEST_37040,white
TEST_37041,yes
TEST_37042,white
TEST_37043,white
TEST_37044,yes
TEST_37045,white
TEST_37046,white
TEST_37047,yes
TEST_37048,white
TEST_37049,on
TEST_37050,yes
TEST_37051,yes
TEST_37052,on
TEST_37053,white
TEST_37054,white
TEST_37055,yes
TEST_37056,white
TEST_37057,yes
TEST_37058,white
TEST_37059,2
TEST_37060,yes
TEST_37061,on
TEST_37062,white
TEST_37063,white
TEST_37064,yes
TEST_37065,yes
TEST_37066,whiteike
TEST_37067,white
TEST_37068,white
TEST_37069,2
TEST_37070,white
TEST_37071,yes
TEST_37072,yes
TEST_37073,yes
TEST_37074,yes
TEST_37075,white
TEST_37076,white
TEST_37077,white
TEST_37078,whitenis
TEST_37079,yes
TEST_37080,white
TEST_37081,left
TEST_37082,white
TEST_37083,yes
TEST_37084,white
TEST_37085,yes
TEST_37086,white
TEST_37087,white
TEST_37088,on
TEST_37089,2
TEST_37090,white
TEST_37091,yes
TEST_37092,yes
TEST_37093,2
TEST_37094,white
TEST_37095,yes
TEST_37096,white
TEST_37097,white
TEST_37098,white
TEST_37099,white
TEST_37100,yes
TEST_37101,white
TEST_37102,whiteanas
TEST_37103,yes
TEST_37104,yes
TEST_37105,on
TEST_37106,yes
TEST_37107,yes
TEST_37108,yes
TEST_37109,2
TEST_37110,yes
TEST_37111,white
TEST_37112,white
TEST_37113,yes
TEST_37114,white
TEST_37115,yes
TEST_37116,yes
TEST_37117,white
TEST_37118,whiteing
TEST_37119,white
TEST_37120,2
TEST_37121,yes
TEST_37122,white
TEST_37123,yes
TEST_37124,yes
TEST_37125,yes
TEST_37126,yes
TEST_37127,yes
TEST_37128,yes
TEST_37129,yes
TEST_37130,yes
TEST_37131,yes
TEST_37132,yes
TEST_37133,yes
TEST_37134,yes
TEST_37135,yes
TEST_37136,yes
TEST_37137,left
TEST_37138,yes
TEST_37139,white
TEST_37140,yes
TEST_37141,to
TEST_37142,white
TEST_37143,white
TEST_37144,yes
TEST_37145,yes
TEST_37146,yes
TEST_37147,white
TEST_37148,white
TEST_37149,yes
TEST_37150,yes
TEST_37151,yes
TEST_37152,white
TEST_37153,yes
TEST_37154,white
TEST_37155,yes
TEST_37156,yes
TEST_37157,yes
TEST_37158,white
TEST_37159,white
TEST_37160,to
TEST_37161,white
TEST_37162,2
TEST_37163,yes
TEST_37164,yes
TEST_37165,yes
TEST_37166,white
TEST_37167,yes
TEST_37168,white
TEST_37169,yes
TEST_37170,yes
TEST_37171,white
TEST_37172,whiteii
TEST_37173,white
TEST_37174,to
TEST_37175,yes
TEST_37176,white
TEST_37177,left
TEST_37178,yes
TEST_37179,white
TEST_37180,yes
TEST_37181,yes
TEST_37182,man
TEST_37183,2
TEST_37184,yes
TEST_37185,whitechen
TEST_37186,white
TEST_37187,white
TEST_37188,white
TEST_37189,2
TEST_37190,white
TEST_37191,2
TEST_37192,yes
TEST_37193,to
TEST_37194,yes
TEST_37195,white
TEST_37196,yes
TEST_37197,2
TEST_37198,2
TEST_37199,yes
TEST_37200,2
TEST_37201,whitenis
TEST_37202,white
TEST_37203,white
TEST_37204,yes
TEST_37205,yes
TEST_37206,yes
TEST_37207,white
TEST_37208,2
TEST_37209,2
TEST_37210,white
TEST_37211,whiteby
TEST_37212,yes
TEST_37213,2
TEST_37214,white
TEST_37215,white
TEST_37216,2
TEST_37217,white
TEST_37218,yes
TEST_37219,white
TEST_37220,yes
TEST_37221,white
TEST_37222,white
TEST_37223,on
TEST_37224,whitenis
TEST_37225,white
TEST_37226,2
TEST_37227,yes
TEST_37228,yes
TEST_37229,yes
TEST_37230,2
TEST_37231,white
TEST_37232,yes
TEST_37233,whiteii
TEST_37234,white
TEST_37235,white
TEST_37236,white:
TEST_37237,white
TEST_37238,yes
TEST_37239,yes
TEST_37240,2
TEST_37241,yes
TEST_37242,yes
TEST_37243,yes
TEST_37244,yes
TEST_37245,white
TEST_37246,yes
TEST_37247,white
TEST_37248,2
TEST_37249,leftnis
TEST_37250,yes
TEST_37251,yes
TEST_37252,white
TEST_37253,white
TEST_37254,yes
TEST_37255,yes
TEST_37256,whiteissors
TEST_37257,white
TEST_37258,yes
TEST_37259,white
TEST_37260,yes
TEST_37261,yes
TEST_37262,white
TEST_37263,yes
TEST_37264,white
TEST_37265,yes
TEST_37266,yes
TEST_37267,white
TEST_37268,white
TEST_37269,white
TEST_37270,yes
TEST_37271,white
TEST_37272,2
TEST_37273,2
TEST_37274,yes
TEST_37275,white
TEST_37276,yes
TEST_37277,yes
TEST_37278,white
TEST_37279,yes
TEST_37280,on
TEST_37281,2
TEST_37282,left
TEST_37283,yes
TEST_37284,yes
TEST_37285,yes
